omega,alpha,beta,t
1,0.0959459,1.37838e-05,999558
1,0.0959459,1.39189e-05,956594
1,0.0959459,1.40541e-05,969550
1,0.0959459,1.41892e-05,966396
1,0.0959459,1.43243e-05,957775
1,0.0959459,1.44595e-05,953085
1,0.0959459,1.45946e-05,945288
1,0.0959459,1.47297e-05,919660
1,0.0959459,1.48649e-05,904096
1,0.0959459,1.5e-05,922851
1,0.0986486,5e-06,2.22078e+06
1,0.0986486,5.13514e-06,2.13092e+06
1,0.0986486,5.27027e-06,2.05402e+06
1,0.0986486,5.40541e-06,2.0517e+06
1,0.0986486,5.54054e-06,2.01161e+06
1,0.0986486,5.67568e-06,1.95568e+06
1,0.0986486,5.81081e-06,1.891e+06
1,0.0986486,5.94595e-06,1.87348e+06
1,0.0986486,6.08108e-06,1.84781e+06
1,0.0986486,6.21622e-06,1.80693e+06
1,0.0986486,6.35135e-06,1.76428e+06
1,0.0986486,6.48649e-06,1.76924e+06
1,0.0986486,6.62162e-06,1.75244e+06
1,0.0986486,6.75676e-06,1.67254e+06
1,0.0986486,6.89189e-06,1.64884e+06
1,0.0986486,7.02703e-06,1.62918e+06
1,0.0986486,7.16216e-06,1.58188e+06
1,0.0986486,7.2973e-06,1.57361e+06
1,0.0986486,7.43243e-06,1.59651e+06
1,0.0986486,7.56757e-06,1.49805e+06
1,0.0986486,7.7027e-06,1.52717e+06
1,0.0986486,7.83784e-06,1.47346e+06
1,0.0986486,7.97297e-06,1.49648e+06
1,0.0986486,8.10811e-06,1.44402e+06
1,0.0986486,8.24324e-06,1.45958e+06
1,0.0986486,8.37838e-06,1.42631e+06
1,0.0986486,8.51351e-06,1.44261e+06
1,0.0986486,8.64865e-06,1.39309e+06
1,0.0986486,8.78378e-06,1.3653e+06
1,0.0986486,8.91892e-06,1.37894e+06
1,0.0986486,9.05405e-06,1.34928e+06
1,0.0986486,9.18919e-06,1.32455e+06
1,0.0986486,9.32432e-06,1.33154e+06
1,0.0986486,9.45946e-06,1.30831e+06
1,0.0986486,9.59459e-06,1.27742e+06
1,0.0986486,9.72973e-06,1.23081e+06
1,0.0986486,9.86486e-06,1.24865e+06
1,0.0986486,1e-05,1.25316e+06
1,0.0986486,1.01351e-05,1.24339e+06
1,0.0986486,1.02703e-05,1.23523e+06
1,0.0986486,1.04054e-05,1.23522e+06
1,0.0986486,1.05405e-05,1.20398e+06
1,0.0986486,1.06757e-05,1.21043e+06
1,0.0986486,1.08108e-05,1.15918e+06
1,0.0986486,1.09459e-05,1.16295e+06
1,0.0986486,1.10811e-05,1.1641e+06
1,0.0986486,1.12162e-05,1.14845e+06
1,0.0986486,1.13514e-05,1.11207e+06
1,0.0986486,1.14865e-05,1.15388e+06
1,0.0986486,1.16216e-05,1.1345e+06
1,0.0986486,1.17568e-05,1.08919e+06
1,0.0986486,1.18919e-05,1.07923e+06
1,0.0986486,1.2027e-05,1.11791e+06
1,0.0986486,1.21622e-05,1.08019e+06
1,0.0986486,1.22973e-05,1.07418e+06
1,0.0986486,1.24324e-05,1.03394e+06
1,0.0986486,1.25676e-05,1.03852e+06
1,0.0986486,1.27027e-05,1.11479e+06
1,0.0986486,1.28378e-05,1.00519e+06
1,0.0986486,1.2973e-05,1.06436e+06
1,0.0986486,1.31081e-05,1.05321e+06
1,0.0986486,1.32432e-05,992242
1,0.0986486,1.33784e-05,973518
1,0.0986486,1.35135e-05,1.02807e+06
1,0.0986486,1.36486e-05,946865
1,0.0986486,1.37838e-05,944484
1,0.0986486,1.39189e-05,964824
1,0.0986486,1.40541e-05,973732
1,0.0986486,1.41892e-05,969655
1,0.0986486,1.43243e-05,950187
1,0.0986486,1.44595e-05,921824
1,0.0986486,1.45946e-05,986152
1,0.0986486,1.47297e-05,942858
1,0.0986486,1.48649e-05,953160
1,0.0986486,1.5e-05,940578
1,0.101351,5e-06,2.20028e+06
1,0.101351,5.13514e-06,2.07639e+06
1,0.101351,5.27027e-06,2.02302e+06
1,0.101351,5.40541e-06,2.05018e+06
1,0.101351,5.54054e-06,1.99428e+06
1,0.101351,5.67568e-06,1.94692e+06
1,0.101351,5.81081e-06,1.9471e+06
1,0.101351,5.94595e-06,1.86934e+06
1,0.101351,6.08108e-06,1.82985e+06
1,0.101351,6.21622e-06,1.80538e+06
1,0.101351,6.35135e-06,1.78322e+06
1,0.101351,6.48649e-06,1.7463e+06
1,0.101351,6.62162e-06,1.74681e+06
1,0.101351,6.75676e-06,1.68108e+06
1,0.101351,6.89189e-06,1.67054e+06
1,0.101351,7.02703e-06,1.67657e+06
1,0.101351,7.16216e-06,1.5994e+06
1,0.101351,7.2973e-06,1.57803e+06
1,0.101351,7.43243e-06,1.57187e+06
1,0.101351,7.56757e-06,1.57557e+06
1,0.101351,7.7027e-06,1.50504e+06
1,0.101351,7.83784e-06,1.55778e+06
1,0.101351,7.97297e-06,1.43338e+06
1,0.101351,8.10811e-06,1.46948e+06
1,0.101351,8.24324e-06,1.44404e+06
1,0.101351,8.37838e-06,1.46757e+06
1,0.101351,8.51351e-06,1.38011e+06
1,0.101351,8.64865e-06,1.40094e+06
1,0.101351,8.78378e-06,1.35707e+06
1,0.101351,8.91892e-06,1.36902e+06
1,0.101351,9.05405e-06,1.37938e+06
1,0.101351,9.18919e-06,1.32203e+06
1,0.101351,9.32432e-06,1.32645e+06
1,0.101351,9.45946e-06,1.31779e+06
1,0.101351,9.59459e-06,1.27221e+06
1,0.101351,9.72973e-06,1.25946e+06
1,0.101351,9.86486e-06,1.28465e+06
1,0.101351,1e-05,1.30554e+06
1,0.101351,1.01351e-05,1.20601e+06
1,0.101351,1.02703e-05,1.20309e+06
1,0.101351,1.04054e-05,1.20354e+06
1,0.101351,1.05405e-05,1.21149e+06
1,0.101351,1.06757e-05,1.18078e+06
1,0.101351,1.08108e-05,1.15137e+06
1,0.101351,1.09459e-05,1.15456e+06
1,0.101351,1.10811e-05,1.14181e+06
1,0.101351,1.12162e-05,1.1146e+06
1,0.101351,1.13514e-05,1.11734e+06
1,0.101351,1.14865e-05,1.10938e+06
1,0.101351,1.16216e-05,1.11196e+06
1,0.101351,1.17568e-05,1.11253e+06
1,0.101351,1.18919e-05,1.09496e+06
1,0.101351,1.2027e-05,1.08433e+06
1,0.101351,1.21622e-05,1.04099e+06
1,0.101351,1.22973e-05,1.01321e+06
1,0.101351,1.24324e-05,1.08653e+06
1,0.101351,1.25676e-05,1.06863e+06
1,0.101351,1.27027e-05,1.03661e+06
1,0.101351,1.28378e-05,1.08437e+06
1,0.101351,1.2973e-05,1.00569e+06
1,0.101351,1.31081e-05,977316
1,0.101351,1.32432e-05,1.018e+06
1,0.101351,1.33784e-05,1.00352e+06
1,0.101351,1.35135e-05,979404
1,0.101351,1.36486e-05,983765
1,0.101351,1.37838e-05,996286
1,0.101351,1.39189e-05,972836
1,0.101351,1.40541e-05,966601
1,0.101351,1.41892e-05,930027
1,0.101351,1.43243e-05,940474
1,0.101351,1.44595e-05,935771
1,0.101351,1.45946e-05,951815
1,0.101351,1.47297e-05,940189
1,0.101351,1.48649e-05,935636
1,0.101351,1.5e-05,915719
1,0.104054,5e-06,2.17994e+06
1,0.104054,5.13514e-06,2.12283e+06
1,0.104054,5.27027e-06,2.09638e+06
1,0.104054,5.40541e-06,2.0329e+06
1,0.104054,5.54054e-06,2.02661e+06
1,0.104054,5.67568e-06,1.94486e+06
1,0.104054,5.81081e-06,1.93079e+06
1,0.104054,5.94595e-06,1.87436e+06
1,0.104054,6.08108e-06,1.86281e+06
1,0.104054,6.21622e-06,1.83489e+06
1,0.104054,6.35135e-06,1.74552e+06
1,0.104054,6.48649e-06,1.74396e+06
1,0.104054,6.62162e-06,1.68248e+06
1,0.104054,6.75676e-06,1.70541e+06
1,0.104054,6.89189e-06,1.6564e+06
1,0.104054,7.02703e-06,1.64994e+06
1,0.104054,7.16216e-06,1.5959e+06
1,0.104054,7.2973e-06,1.58595e+06
1,0.104054,7.43243e-06,1.58381e+06
1,0.104054,7.56757e-06,1.50782e+06
1,0.104054,7.7027e-06,1.49357e+06
1,0.104054,7.83784e-06,1.49539e+06
1,0.104054,7.97297e-06,1.45933e+06
1,0.104054,8.10811e-06,1.46763e+06
1,0.104054,8.24324e-06,1.46219e+06
1,0.104054,8.37838e-06,1.47446e+06
1,0.104054,8.51351e-06,1.4341e+06
1,0.104054,8.64865e-06,1.41414e+06
1,0.104054,8.78378e-06,1.34816e+06
1,0.104054,8.91892e-06,1.31532e+06
1,0.104054,9.05405e-06,1.3254e+06
1,0.104054,9.18919e-06,1.3247e+06
1,0.104054,9.32432e-06,1.30014e+06
1,0.104054,9.45946e-06,1.31607e+06
1,0.104054,9.59459e-06,1.26716e+06
1,0.104054,9.72973e-06,1.26622e+06
1,0.104054,9.86486e-06,1.22364e+06
1,0.104054,1e-05,1.25469e+06
1,0.104054,1.01351e-05,1.25522e+06
1,0.104054,1.02703e-05,1.18115e+06
1,0.104054,1.04054e-05,1.24409e+06
1,0.104054,1.05405e-05,1.21083e+06
1,0.104054,1.06757e-05,1.16397e+06
1,0.104054,1.08108e-05,1.15225e+06
1,0.104054,1.09459e-05,1.17305e+06
1,0.104054,1.10811e-05,1.12572e+06
1,0.104054,1.12162e-05,1.09697e+06
1,0.104054,1.13514e-05,1.12472e+06
1,0.104054,1.14865e-05,1.1074e+06
1,0.104054,1.16216e-05,1.08236e+06
1,0.104054,1.17568e-05,1.09861e+06
1,0.104054,1.18919e-05,1.06729e+06
1,0.104054,1.2027e-05,1.06541e+06
1,0.104054,1.21622e-05,1.08388e+06
1,0.104054,1.22973e-05,1.06226e+06
1,0.104054,1.24324e-05,1.09109e+06
1,0.104054,1.25676e-05,1.00949e+06
1,0.104054,1.27027e-05,1.04301e+06
1,0.104054,1.28378e-05,1.05789e+06
1,0.104054,1.2973e-05,1.00451e+06
1,0.104054,1.31081e-05,1.00086e+06
1,0.104054,1.32432e-05,1.03231e+06
1,0.104054,1.33784e-05,1.0145e+06
1,0.104054,1.35135e-05,1.01358e+06
1,0.104054,1.36486e-05,970276
1,0.104054,1.37838e-05,1.0073e+06
1,0.104054,1.39189e-05,990865
1,0.104054,1.40541e-05,943148
1,0.104054,1.41892e-05,932125
1,0.104054,1.43243e-05,944937
1,0.104054,1.44595e-05,923159
1,0.104054,1.45946e-05,1.05535e+06
1,0.104054,1.47297e-05,969333
1,0.104054,1.48649e-05,949561
1,0.104054,1.5e-05,941046
1,0.106757,5e-06,2.17408e+06
1,0.106757,5.13514e-06,2.15504e+06
1,0.106757,5.27027e-06,2.07856e+06
1,0.106757,5.40541e-06,2.05115e+06
1,0.106757,5.54054e-06,1.98788e+06
1,0.106757,5.67568e-06,1.94624e+06
1,0.106757,5.81081e-06,1.95228e+06
1,0.106757,5.94595e-06,1.862e+06
1,0.106757,6.08108e-06,1.83497e+06
1,0.106757,6.21622e-06,1.80589e+06
1,0.106757,6.35135e-06,1.77387e+06
1,0.106757,6.48649e-06,1.71997e+06
1,0.106757,6.62162e-06,1.73082e+06
1,0.106757,6.75676e-06,1.67501e+06
1,0.106757,6.89189e-06,1.6418e+06
1,0.106757,7.02703e-06,1.69628e+06
1,0.106757,7.16216e-06,1.6393e+06
1,0.106757,7.2973e-06,1.59778e+06
1,0.106757,7.43243e-06,1.53919e+06
1,0.106757,7.56757e-06,1.50291e+06
1,0.106757,7.7027e-06,1.49872e+06
1,0.106757,7.83784e-06,1.49668e+06
1,0.106757,7.97297e-06,1.48527e+06
1,0.106757,8.10811e-06,1.43205e+06
1,0.106757,8.24324e-06,1.43594e+06
1,0.106757,8.37838e-06,1.39897e+06
1,0.106757,8.51351e-06,1.41082e+06
1,0.106757,8.64865e-06,1.37473e+06
1,0.106757,8.78378e-06,1.35666e+06
1,0.106757,8.91892e-06,1.38245e+06
1,0.106757,9.05405e-06,1.33943e+06
1,0.106757,9.18919e-06,1.31962e+06
1,0.106757,9.32432e-06,1.35138e+06
1,0.106757,9.45946e-06,1.30915e+06
1,0.106757,9.59459e-06,1.27173e+06
1,0.106757,9.72973e-06,1.25357e+06
1,0.106757,9.86486e-06,1.25921e+06
1,0.106757,1e-05,1.31941e+06
1,0.106757,1.01351e-05,1.2365e+06
1,0.106757,1.02703e-05,1.22826e+06
1,0.106757,1.04054e-05,1.2251e+06
1,0.106757,1.05405e-05,1.19106e+06
1,0.106757,1.06757e-05,1.22545e+06
1,0.106757,1.08108e-05,1.17714e+06
1,0.106757,1.09459e-05,1.16539e+06
1,0.106757,1.10811e-05,1.14432e+06
1,0.106757,1.12162e-05,1.11023e+06
1,0.106757,1.13514e-05,1.12289e+06
1,0.106757,1.14865e-05,1.10939e+06
1,0.106757,1.16216e-05,1.11386e+06
1,0.106757,1.17568e-05,1.0976e+06
1,0.106757,1.18919e-05,1.05747e+06
1,0.106757,1.2027e-05,1.06908e+06
1,0.106757,1.21622e-05,1.07058e+06
1,0.106757,1.22973e-05,1.07373e+06
1,0.106757,1.24324e-05,1.09222e+06
1,0.106757,1.25676e-05,1.06166e+06
1,0.106757,1.27027e-05,1.03776e+06
1,0.106757,1.28378e-05,1.03971e+06
1,0.106757,1.2973e-05,1.01759e+06
1,0.106757,1.31081e-05,997090
1,0.106757,1.32432e-05,1.06148e+06
1,0.106757,1.33784e-05,1.01364e+06
1,0.106757,1.35135e-05,1.00827e+06
1,0.106757,1.36486e-05,945353
1,0.106757,1.37838e-05,965673
1,0.106757,1.39189e-05,980990
1,0.106757,1.40541e-05,941770
1,0.106757,1.41892e-05,942448
1,0.106757,1.43243e-05,970085
1,0.106757,1.44595e-05,968040
1,0.106757,1.45946e-05,955620
1,0.106757,1.47297e-05,932742
1,0.106757,1.48649e-05,927443
1,0.106757,1.5e-05,899988
1,0.109459,5e-06,2.18228e+06
1,0.109459,5.13514e-06,2.12414e+06
1,0.109459,5.27027e-06,2.10796e+06
1,0.109459,5.40541e-06,2.05305e+06
1,0.109459,5.54054e-06,2.00292e+06
1,0.109459,5.67568e-06,1.93574e+06
1,0.109459,5.81081e-06,1.95353e+06
1,0.109459,5.94595e-06,1.85439e+06
1,0.109459,6.08108e-06,1.8359e+06
1,0.109459,6.21622e-06,1.83152e+06
1,0.109459,6.35135e-06,1.7413e+06
1,0.109459,6.48649e-06,1.79144e+06
1,0.109459,6.62162e-06,1.71275e+06
1,0.109459,6.75676e-06,1.6623e+06
1,0.109459,6.89189e-06,1.72021e+06
1,0.109459,7.02703e-06,1.62176e+06
1,0.109459,7.16216e-06,1.57887e+06
1,0.109459,7.2973e-06,1.6036e+06
1,0.109459,7.43243e-06,1.58729e+06
1,0.109459,7.56757e-06,1.56109e+06
1,0.109459,7.7027e-06,1.487e+06
1,0.109459,7.83784e-06,1.49414e+06
1,0.109459,7.97297e-06,1.48562e+06
1,0.109459,8.10811e-06,1.43311e+06
1,0.109459,8.24324e-06,1.45934e+06
1,0.109459,8.37838e-06,1.38949e+06
1,0.109459,8.51351e-06,1.40758e+06
1,0.109459,8.64865e-06,1.38501e+06
1,0.109459,8.78378e-06,1.39128e+06
1,0.109459,8.91892e-06,1.35193e+06
1,0.109459,9.05405e-06,1.32531e+06
1,0.109459,9.18919e-06,1.36329e+06
1,0.109459,9.32432e-06,1.29424e+06
1,0.109459,9.45946e-06,1.31207e+06
1,0.109459,9.59459e-06,1.29428e+06
1,0.109459,9.72973e-06,1.29003e+06
1,0.109459,9.86486e-06,1.27015e+06
1,0.109459,1e-05,1.24745e+06
1,0.109459,1.01351e-05,1.21865e+06
1,0.109459,1.02703e-05,1.23101e+06
1,0.109459,1.04054e-05,1.23645e+06
1,0.109459,1.05405e-05,1.17969e+06
1,0.109459,1.06757e-05,1.12206e+06
1,0.109459,1.08108e-05,1.20346e+06
1,0.109459,1.09459e-05,1.14739e+06
1,0.109459,1.10811e-05,1.16731e+06
1,0.109459,1.12162e-05,1.11264e+06
1,0.109459,1.13514e-05,1.14961e+06
1,0.109459,1.14865e-05,1.10242e+06
1,0.109459,1.16216e-05,1.16195e+06
1,0.109459,1.17568e-05,1.13565e+06
1,0.109459,1.18919e-05,1.06551e+06
1,0.109459,1.2027e-05,1.08617e+06
1,0.109459,1.21622e-05,1.11466e+06
1,0.109459,1.22973e-05,1.078e+06
1,0.109459,1.24324e-05,1.02341e+06
1,0.109459,1.25676e-05,1.01442e+06
1,0.109459,1.27027e-05,1.09174e+06
1,0.109459,1.28378e-05,1.03555e+06
1,0.109459,1.2973e-05,1.03899e+06
1,0.109459,1.31081e-05,1.00053e+06
1,0.109459,1.32432e-05,1.01552e+06
1,0.109459,1.33784e-05,1.02613e+06
1,0.109459,1.35135e-05,973562
1,0.109459,1.36486e-05,973487
1,0.109459,1.37838e-05,987816
1,0.109459,1.39189e-05,1.0519e+06
1,0.109459,1.40541e-05,951307
1,0.109459,1.41892e-05,962227
1,0.109459,1.43243e-05,936301
1,0.109459,1.44595e-05,944533
1,0.109459,1.45946e-05,954027
1,0.109459,1.47297e-05,930829
1,0.109459,1.48649e-05,927553
1,0.109459,1.5e-05,886976
1,0.112162,5e-06,2.15835e+06
1,0.112162,5.13514e-06,2.14897e+06
1,0.112162,5.27027e-06,2.0672e+06
1,0.112162,5.40541e-06,2.04161e+06
1,0.112162,5.54054e-06,2.03402e+06
1,0.112162,5.67568e-06,1.94923e+06
1,0.112162,5.81081e-06,1.96399e+06
1,0.112162,5.94595e-06,1.86727e+06
1,0.112162,6.08108e-06,1.83901e+06
1,0.112162,6.21622e-06,1.80202e+06
1,0.112162,6.35135e-06,1.82283e+06
1,0.112162,6.48649e-06,1.7428e+06
1,0.112162,6.62162e-06,1.73309e+06
1,0.112162,6.75676e-06,1.72282e+06
1,0.112162,6.89189e-06,1.67897e+06
1,0.112162,7.02703e-06,1.60587e+06
1,0.112162,7.16216e-06,1.60034e+06
1,0.112162,7.2973e-06,1.60769e+06
1,0.112162,7.43243e-06,1.5482e+06
1,0.112162,7.56757e-06,1.51858e+06
1,0.112162,7.7027e-06,1.5145e+06
1,0.112162,7.83784e-06,1.5147e+06
1,0.112162,7.97297e-06,1.50757e+06
1,0.112162,8.10811e-06,1.44883e+06
1,0.112162,8.24324e-06,1.40704e+06
1,0.112162,8.37838e-06,1.41107e+06
1,0.112162,8.51351e-06,1.42712e+06
1,0.112162,8.64865e-06,1.3715e+06
1,0.112162,8.78378e-06,1.3412e+06
1,0.112162,8.91892e-06,1.32895e+06
1,0.112162,9.05405e-06,1.34716e+06
1,0.112162,9.18919e-06,1.32337e+06
1,0.112162,9.32432e-06,1.30986e+06
1,0.112162,9.45946e-06,1.29203e+06
1,0.112162,9.59459e-06,1.30074e+06
1,0.112162,9.72973e-06,1.23397e+06
1,0.112162,9.86486e-06,1.23935e+06
1,0.112162,1e-05,1.24375e+06
1,0.112162,1.01351e-05,1.24338e+06
1,0.112162,1.02703e-05,1.22375e+06
1,0.112162,1.04054e-05,1.21396e+06
1,0.112162,1.05405e-05,1.13774e+06
1,0.112162,1.06757e-05,1.19117e+06
1,0.112162,1.08108e-05,1.12346e+06
1,0.112162,1.09459e-05,1.14096e+06
1,0.112162,1.10811e-05,1.15243e+06
1,0.112162,1.12162e-05,1.11991e+06
1,0.112162,1.13514e-05,1.1219e+06
1,0.112162,1.14865e-05,1.11792e+06
1,0.112162,1.16216e-05,1.07514e+06
1,0.112162,1.17568e-05,1.10281e+06
1,0.112162,1.18919e-05,1.07024e+06
1,0.112162,1.2027e-05,1.08657e+06
1,0.112162,1.21622e-05,1.07163e+06
1,0.112162,1.22973e-05,1.11144e+06
1,0.112162,1.24324e-05,1.03834e+06
1,0.112162,1.25676e-05,1.04061e+06
1,0.112162,1.27027e-05,1.0218e+06
1,0.112162,1.28378e-05,1.03516e+06
1,0.112162,1.2973e-05,1.04858e+06
1,0.112162,1.31081e-05,1.00791e+06
1,0.112162,1.32432e-05,1.05436e+06
1,0.112162,1.33784e-05,981330
1,0.112162,1.35135e-05,983188
1,0.112162,1.36486e-05,985830
1,0.112162,1.37838e-05,1.02118e+06
1,0.112162,1.39189e-05,972080
1,0.112162,1.40541e-05,973427
1,0.112162,1.41892e-05,956113
1,0.112162,1.43243e-05,939820
1,0.112162,1.44595e-05,975293
1,0.112162,1.45946e-05,903900
1,0.112162,1.47297e-05,920566
1,0.112162,1.48649e-05,963886
1,0.112162,1.5e-05,927447
1,0.114865,5e-06,2.19536e+06
1,0.114865,5.13514e-06,2.13292e+06
1,0.114865,5.27027e-06,2.11786e+06
1,0.114865,5.40541e-06,2.0527e+06
1,0.114865,5.54054e-06,1.97419e+06
1,0.114865,5.67568e-06,1.99155e+06
1,0.114865,5.81081e-06,1.91246e+06
1,0.114865,5.94595e-06,1.91748e+06
1,0.114865,6.08108e-06,1.88226e+06
1,0.114865,6.21622e-06,1.80832e+06
1,0.114865,6.35135e-06,1.77282e+06
1,0.114865,6.48649e-06,1.73456e+06
1,0.114865,6.62162e-06,1.72509e+06
1,0.114865,6.75676e-06,1.6928e+06
1,0.114865,6.89189e-06,1.67236e+06
1,0.114865,7.02703e-06,1.68068e+06
1,0.114865,7.16216e-06,1.6059e+06
1,0.114865,7.2973e-06,1.58798e+06
1,0.114865,7.43243e-06,1.54865e+06
1,0.114865,7.56757e-06,1.50912e+06
1,0.114865,7.7027e-06,1.53894e+06
1,0.114865,7.83784e-06,1.47836e+06
1,0.114865,7.97297e-06,1.47294e+06
1,0.114865,8.10811e-06,1.46406e+06
1,0.114865,8.24324e-06,1.41064e+06
1,0.114865,8.37838e-06,1.38941e+06
1,0.114865,8.51351e-06,1.39765e+06
1,0.114865,8.64865e-06,1.39741e+06
1,0.114865,8.78378e-06,1.37985e+06
1,0.114865,8.91892e-06,1.37548e+06
1,0.114865,9.05405e-06,1.32257e+06
1,0.114865,9.18919e-06,1.32317e+06
1,0.114865,9.32432e-06,1.30807e+06
1,0.114865,9.45946e-06,1.27493e+06
1,0.114865,9.59459e-06,1.27671e+06
1,0.114865,9.72973e-06,1.25865e+06
1,0.114865,9.86486e-06,1.28003e+06
1,0.114865,1e-05,1.22061e+06
1,0.114865,1.01351e-05,1.24161e+06
1,0.114865,1.02703e-05,1.22369e+06
1,0.114865,1.04054e-05,1.20848e+06
1,0.114865,1.05405e-05,1.19429e+06
1,0.114865,1.06757e-05,1.1246e+06
1,0.114865,1.08108e-05,1.16041e+06
1,0.114865,1.09459e-05,1.16164e+06
1,0.114865,1.10811e-05,1.14829e+06
1,0.114865,1.12162e-05,1.14912e+06
1,0.114865,1.13514e-05,1.10882e+06
1,0.114865,1.14865e-05,1.11912e+06
1,0.114865,1.16216e-05,1.09895e+06
1,0.114865,1.17568e-05,1.11624e+06
1,0.114865,1.18919e-05,1.10001e+06
1,0.114865,1.2027e-05,1.09536e+06
1,0.114865,1.21622e-05,1.05207e+06
1,0.114865,1.22973e-05,1.05399e+06
1,0.114865,1.24324e-05,1.0674e+06
1,0.114865,1.25676e-05,1.03779e+06
1,0.114865,1.27027e-05,1.02505e+06
1,0.114865,1.28378e-05,1.02187e+06
1,0.114865,1.2973e-05,1.02338e+06
1,0.114865,1.31081e-05,1.02732e+06
1,0.114865,1.32432e-05,989773
1,0.114865,1.33784e-05,1.05852e+06
1,0.114865,1.35135e-05,957470
1,0.114865,1.36486e-05,969200
1,0.114865,1.37838e-05,965881
1,0.114865,1.39189e-05,1.00951e+06
1,0.114865,1.40541e-05,944488
1,0.114865,1.41892e-05,949264
1,0.114865,1.43243e-05,951130
1,0.114865,1.44595e-05,936633
1,0.114865,1.45946e-05,908845
1,0.114865,1.47297e-05,927796
1,0.114865,1.48649e-05,957280
1,0.114865,1.5e-05,910676
1,0.117568,5e-06,2.18262e+06
1,0.117568,5.13514e-06,2.16384e+06
1,0.117568,5.27027e-06,2.13184e+06
1,0.117568,5.40541e-06,2.08243e+06
1,0.117568,5.54054e-06,2.05498e+06
1,0.117568,5.67568e-06,1.96702e+06
1,0.117568,5.81081e-06,1.90823e+06
1,0.117568,5.94595e-06,1.88218e+06
1,0.117568,6.08108e-06,1.86595e+06
1,0.117568,6.21622e-06,1.81552e+06
1,0.117568,6.35135e-06,1.81508e+06
1,0.117568,6.48649e-06,1.78544e+06
1,0.117568,6.62162e-06,1.7085e+06
1,0.117568,6.75676e-06,1.69855e+06
1,0.117568,6.89189e-06,1.65427e+06
1,0.117568,7.02703e-06,1.65639e+06
1,0.117568,7.16216e-06,1.63314e+06
1,0.117568,7.2973e-06,1.5998e+06
1,0.117568,7.43243e-06,1.59844e+06
1,0.117568,7.56757e-06,1.52277e+06
1,0.117568,7.7027e-06,1.51232e+06
1,0.117568,7.83784e-06,1.50562e+06
1,0.117568,7.97297e-06,1.53533e+06
1,0.117568,8.10811e-06,1.48346e+06
1,0.117568,8.24324e-06,1.39137e+06
1,0.117568,8.37838e-06,1.4338e+06
1,0.117568,8.51351e-06,1.41363e+06
1,0.117568,8.64865e-06,1.40535e+06
1,0.117568,8.78378e-06,1.35396e+06
1,0.117568,8.91892e-06,1.36125e+06
1,0.117568,9.05405e-06,1.35172e+06
1,0.117568,9.18919e-06,1.32335e+06
1,0.117568,9.32432e-06,1.29725e+06
1,0.117568,9.45946e-06,1.28614e+06
1,0.117568,9.59459e-06,1.27799e+06
1,0.117568,9.72973e-06,1.25162e+06
1,0.117568,9.86486e-06,1.25434e+06
1,0.117568,1e-05,1.23506e+06
1,0.117568,1.01351e-05,1.25487e+06
1,0.117568,1.02703e-05,1.19392e+06
1,0.117568,1.04054e-05,1.24902e+06
1,0.117568,1.05405e-05,1.17315e+06
1,0.117568,1.06757e-05,1.20589e+06
1,0.117568,1.08108e-05,1.18468e+06
1,0.117568,1.09459e-05,1.15825e+06
1,0.117568,1.10811e-05,1.15317e+06
1,0.117568,1.12162e-05,1.20782e+06
1,0.117568,1.13514e-05,1.13099e+06
1,0.117568,1.14865e-05,1.10757e+06
1,0.117568,1.16216e-05,1.08876e+06
1,0.117568,1.17568e-05,1.08992e+06
1,0.117568,1.18919e-05,1.10594e+06
1,0.117568,1.2027e-05,1.1002e+06
1,0.117568,1.21622e-05,1.09384e+06
1,0.117568,1.22973e-05,1.07206e+06
1,0.117568,1.24324e-05,1.08159e+06
1,0.117568,1.25676e-05,1.08156e+06
1,0.117568,1.27027e-05,1.02572e+06
1,0.117568,1.28378e-05,1.05605e+06
1,0.117568,1.2973e-05,1.05782e+06
1,0.117568,1.31081e-05,991463
1,0.117568,1.32432e-05,999627
1,0.117568,1.33784e-05,993920
1,0.117568,1.35135e-05,1.00768e+06
1,0.117568,1.36486e-05,985810
1,0.117568,1.37838e-05,973934
1,0.117568,1.39189e-05,981877
1,0.117568,1.40541e-05,951208
1,0.117568,1.41892e-05,975753
1,0.117568,1.43243e-05,962904
1,0.117568,1.44595e-05,950705
1,0.117568,1.45946e-05,913700
1,0.117568,1.47297e-05,933933
1,0.117568,1.48649e-05,933681
1,0.117568,1.5e-05,936204
1,0.12027,5e-06,2.23398e+06
1,0.12027,5.13514e-06,2.15538e+06
1,0.12027,5.27027e-06,2.11864e+06
1,0.12027,5.40541e-06,2.07321e+06
1,0.12027,5.54054e-06,2.01445e+06
1,0.12027,5.67568e-06,1.95411e+06
1,0.12027,5.81081e-06,1.94335e+06
1,0.12027,5.94595e-06,1.90181e+06
1,0.12027,6.08108e-06,1.87741e+06
1,0.12027,6.21622e-06,1.81069e+06
1,0.12027,6.35135e-06,1.80836e+06
1,0.12027,6.48649e-06,1.75645e+06
1,0.12027,6.62162e-06,1.69511e+06
1,0.12027,6.75676e-06,1.70119e+06
1,0.12027,6.89189e-06,1.68206e+06
1,0.12027,7.02703e-06,1.64214e+06
1,0.12027,7.16216e-06,1.61819e+06
1,0.12027,7.2973e-06,1.55974e+06
1,0.12027,7.43243e-06,1.54718e+06
1,0.12027,7.56757e-06,1.5396e+06
