omega,gamma,theta_1,action,Count
1,0.545455,0.9,4,0.085796
1,0.545455,1,1,0.0560738
1,0.545455,1,2,0.863432
1,0.545455,1,3,0.0223938
1,0.545455,1,4,0.0581006
1,0.545455,1.1,1,0.0484537
1,0.545455,1.1,2,0.892208
1,0.545455,1.1,3,0.0134071
1,0.545455,1.1,4,0.0459314
1,0.555556,0.9,1,0.129483
1,0.555556,0.9,2,0.676262
1,0.555556,0.9,3,0.0278998
1,0.555556,0.9,4,0.166355
1,0.555556,1,1,0.0648798
1,0.555556,1,2,0.843498
1,0.555556,1,3,0.0269232
1,0.555556,1,4,0.0646986
1,0.555556,1.1,1,0.0762444
1,0.555556,1.1,2,0.8297
1,0.555556,1.1,3,0.0204031
1,0.555556,1.1,4,0.0736521
1,0.565657,0.9,1,0.0730664
1,0.565657,0.9,2,0.774238
1,0.565657,0.9,3,0.027809
1,0.565657,0.9,4,0.124886
1,0.565657,1,1,0.0952831
1,0.565657,1,2,0.790043
1,0.565657,1,3,0.013422
1,0.565657,1,4,0.101252
1,0.565657,1.1,1,0.0570465
1,0.565657,1.1,2,0.870719
1,0.565657,1.1,3,0.0171413
1,0.565657,1.1,4,0.0550929
1,0.575758,0.9,1,0.110074
1,0.575758,0.9,2,0.681881
1,0.575758,0.9,3,0.0386394
1,0.575758,0.9,4,0.169405
1,0.575758,1,1,0.0865764
1,0.575758,1,2,0.790191
1,0.575758,1,3,0.0303852
1,0.575758,1,4,0.0928473
1,0.575758,1.1,1,0.0736767
1,0.575758,1.1,2,0.828191
1,0.575758,1.1,3,0.0282937
1,0.575758,1.1,4,0.0698386
1,0.585859,0.9,1,0.122606
1,0.585859,0.9,2,0.651764
1,0.585859,0.9,3,0.045938
1,0.585859,0.9,4,0.179692
1,0.585859,1,1,0.105048
1,0.585859,1,2,0.753551
1,0.585859,1,3,0.0202503
1,0.585859,1,4,0.12115
1,0.585859,1.1,1,0.0590015
1,0.585859,1.1,2,0.86997
1,0.585859,1.1,3,0.0120195
1,0.585859,1.1,4,0.0590094
1,0.59596,0.9,1,0.147836
1,0.59596,0.9,2,0.587654
1,0.59596,0.9,3,0.0487869
1,0.59596,0.9,4,0.215723
1,0.59596,1,1,0.114132
1,0.59596,1,2,0.713531
1,0.59596,1,3,0.0392113
1,0.59596,1,4,0.133125
1,0.59596,1.1,1,0.0500695
1,0.59596,1.1,2,0.878136
1,0.59596,1.1,3,0.0204775
1,0.59596,1.1,4,0.0513167
1,0.606061,0.9,1,0.138462
1,0.606061,0.9,2,0.556842
1,0.606061,0.9,3,0.0923147
1,0.606061,0.9,4,0.212381
1,0.606061,1,1,0.143901
1,0.606061,1,2,0.653197
1,0.606061,1,3,0.0433277
1,0.606061,1,4,0.159574
1,0.606061,1.1,1,0.0689122
1,0.606061,1.1,2,0.839548
1,0.606061,1.1,3,0.0226139
1,0.606061,1.1,4,0.0689255
1,0.616162,0.9,1,0.166822
1,0.616162,0.9,2,0.517674
1,0.616162,0.9,3,0.0447224
1,0.616162,0.9,4,0.270781
1,0.616162,1,1,0.152252
1,0.616162,1,2,0.627855
1,0.616162,1,3,0.025501
1,0.616162,1,4,0.194392
1,0.616162,1.1,1,0.0716019
1,0.616162,1.1,2,0.830529
1,0.616162,1.1,3,0.0238932
1,0.616162,1.1,4,0.0739756
1,0.626263,0.9,1,0.147722
1,0.626263,0.9,2,0.532306
1,0.626263,0.9,3,0.0581022
1,0.626263,0.9,4,0.26187
1,0.626263,1,1,0.182877
1,0.626263,1,2,0.579201
1,0.626263,1,3,0.0409116
1,0.626263,1,4,0.19701
1,0.626263,1.1,1,0.0856048
1,0.626263,1.1,2,0.80505
1,0.626263,1.1,3,0.0270732
1,0.626263,1.1,4,0.082272
1,0.636364,0.9,1,0.124214
1,0.636364,0.9,2,0.565756
1,0.636364,0.9,3,0.0634023
1,0.636364,0.9,4,0.246627
1,0.636364,1,1,0.182125
1,0.636364,1,2,0.561592
1,0.636364,1,3,0.0454273
1,0.636364,1,4,0.210856
1,0.636364,1.1,1,0.0729215
1,0.636364,1.1,2,0.811136
1,0.636364,1.1,3,0.0384954
1,0.636364,1.1,4,0.0774474
1,0.646465,0.9,1,0.154731
1,0.646465,0.9,2,0.525367
1,0.646465,0.9,3,0.0735382
1,0.646465,0.9,4,0.246363
1,0.646465,1,1,0.215809
1,0.646465,1,2,0.463998
1,0.646465,1,3,0.0669162
1,0.646465,1,4,0.253277
1,0.646465,1.1,1,0.0941426
1,0.646465,1.1,2,0.775125
1,0.646465,1.1,3,0.0287511
1,0.646465,1.1,4,0.101981
1,0.656566,0.9,1,0.166452
1,0.656566,0.9,2,0.501087
1,0.656566,0.9,3,0.0595864
1,0.656566,0.9,4,0.272874
1,0.656566,1,1,0.194634
1,0.656566,1,2,0.49472
1,0.656566,1,3,0.056433
1,0.656566,1,4,0.254214
1,0.656566,1.1,1,0.0910507
1,0.656566,1.1,2,0.749107
1,0.656566,1.1,3,0.0631289
1,0.656566,1.1,4,0.0967136
1,0.666667,0.9,1,0.138797
1,0.666667,0.9,2,0.544521
1,0.666667,0.9,3,0.0619767
1,0.666667,0.9,4,0.254705
1,0.666667,1,1,0.240546
1,0.666667,1,2,0.405679
1,0.666667,1,3,0.0755673
1,0.666667,1,4,0.278208
1,0.666667,1.1,1,0.129463
1,0.666667,1.1,2,0.673914
1,0.666667,1.1,3,0.0510859
1,0.666667,1.1,4,0.145537
1,0.676768,0.9,1,0.134967
1,0.676768,0.9,2,0.521563
1,0.676768,0.9,3,0.0679332
1,0.676768,0.9,4,0.275537
1,0.676768,1,1,0.213138
1,0.676768,1,2,0.439568
1,0.676768,1,3,0.0768657
1,0.676768,1,4,0.270428
1,0.676768,1.1,1,0.119609
1,0.676768,1.1,2,0.696883
1,0.676768,1.1,3,0.050535
1,0.676768,1.1,4,0.132973
1,0.686869,0.9,1,0.231912
1,0.686869,0.9,2,0.395321
1,0.686869,0.9,3,0.056806
1,0.686869,0.9,4,0.315961
1,0.686869,1,1,0.229377
1,0.686869,1,2,0.403316
1,0.686869,1,3,0.0498434
1,0.686869,1,4,0.317463
1,0.686869,1.1,1,0.137074
1,0.686869,1.1,2,0.605597
1,0.686869,1.1,3,0.0943458
1,0.686869,1.1,4,0.162983
1,0.69697,0.9,1,0.172942
1,0.69697,0.9,2,0.491443
1,0.69697,0.9,3,0.0544752
1,0.69697,0.9,4,0.28114
1,0.69697,1,1,0.239836
1,0.69697,1,2,0.376008
1,0.69697,1,3,0.073598
1,0.69697,1,4,0.310558
1,0.69697,1.1,1,0.181303
1,0.69697,1.1,2,0.511725
1,0.69697,1.1,3,0.0908375
1,0.69697,1.1,4,0.216134
1,0.707071,0.9,1,0.141813
1,0.707071,0.9,2,0.506305
1,0.707071,0.9,3,0.0547395
1,0.707071,0.9,4,0.297143
1,0.707071,1,1,0.194979
1,0.707071,1,2,0.432985
1,0.707071,1,3,0.109632
1,0.707071,1,4,0.262403
1,0.707071,1.1,1,0.170346
1,0.707071,1.1,2,0.51939
1,0.707071,1.1,3,0.0961673
1,0.707071,1.1,4,0.214097
1,0.717172,0.9,1,0.15631
1,0.717172,0.9,2,0.484008
1,0.717172,0.9,3,0.0788895
1,0.717172,0.9,4,0.280792
1,0.717172,1,1,0.206368
1,0.717172,1,2,0.414659
1,0.717172,1,3,0.0683726
1,0.717172,1,4,0.310601
1,0.717172,1.1,1,0.191033
1,0.717172,1.1,2,0.488975
1,0.717172,1.1,3,0.0933943
1,0.717172,1.1,4,0.226597
1,0.727273,0.9,1,0.155415
1,0.727273,0.9,2,0.483732
1,0.727273,0.9,3,0.0624606
1,0.727273,0.9,4,0.298392
1,0.727273,1,1,0.188833
1,0.727273,1,2,0.429165
1,0.727273,1,3,0.0935326
1,0.727273,1,4,0.28847
1,0.727273,1.1,1,0.182839
1,0.727273,1.1,2,0.496332
1,0.727273,1.1,3,0.0819582
1,0.727273,1.1,4,0.238871
1,0.737374,0.9,1,0.170722
1,0.737374,0.9,2,0.453272
1,0.737374,0.9,3,0.103205
1,0.737374,0.9,4,0.272801
1,0.737374,1,1,0.176944
1,0.737374,1,2,0.444585
1,0.737374,1,3,0.102854
1,0.737374,1,4,0.275618
1,0.737374,1.1,1,0.155653
1,0.737374,1.1,2,0.497825
1,0.737374,1.1,3,0.14457
1,0.737374,1.1,4,0.201952
1,0.747475,0.9,1,0.160713
1,0.747475,0.9,2,0.484915
1,0.747475,0.9,3,0.062936
1,0.747475,0.9,4,0.291436
1,0.747475,1,1,0.170635
1,0.747475,1,2,0.448208
1,0.747475,1,3,0.104951
1,0.747475,1,4,0.276207
1,0.747475,1.1,1,0.218038
1,0.747475,1.1,2,0.412027
1,0.747475,1.1,3,0.101203
1,0.747475,1.1,4,0.268732
1,0.757576,0.9,1,0.155545
1,0.757576,0.9,2,0.49572
1,0.757576,0.9,3,0.0713483
1,0.757576,0.9,4,0.277387
1,0.757576,1,1,0.200858
1,0.757576,1,2,0.417092
1,0.757576,1,3,0.081427
1,0.757576,1,4,0.300623
1,0.757576,1.1,1,0.19836
1,0.757576,1.1,2,0.407132
1,0.757576,1.1,3,0.144271
1,0.757576,1.1,4,0.250237
1,0.767677,0.9,1,0.173434
1,0.767677,0.9,2,0.460607
1,0.767677,0.9,3,0.0725057
1,0.767677,0.9,4,0.293453
1,0.767677,1,1,0.191241
1,0.767677,1,2,0.42621
1,0.767677,1,3,0.0848192
1,0.767677,1,4,0.29773
1,0.767677,1.1,1,0.167951
1,0.767677,1.1,2,0.44607
1,0.767677,1.1,3,0.135697
1,0.767677,1.1,4,0.250282
1,0.777778,0.9,1,0.135999
1,0.777778,0.9,2,0.504182
1,0.777778,0.9,3,0.032092
1,0.777778,0.9,4,0.327726
1,0.777778,1,1,0.155955
1,0.777778,1,2,0.444458
1,0.777778,1,3,0.130877
1,0.777778,1,4,0.268711
1,0.777778,1.1,1,0.189318
1,0.777778,1.1,2,0.417992
1,0.777778,1.1,3,0.145467
1,0.777778,1.1,4,0.247223
1,0.787879,0.9,1,0.175393
1,0.787879,0.9,2,0.47006
1,0.787879,0.9,3,0.0365291
1,0.787879,0.9,4,0.318018
1,0.787879,1,1,0.164886
1,0.787879,1,2,0.442032
1,0.787879,1,3,0.116582
1,0.787879,1,4,0.2765
1,0.787879,1.1,1,0.205351
1,0.787879,1.1,2,0.388501
1,0.787879,1.1,3,0.155665
1,0.787879,1.1,4,0.250483
1,0.79798,0.9,1,0.160317
1,0.79798,0.9,2,0.469679
1,0.79798,0.9,3,0.0703097
1,0.79798,0.9,4,0.299694
1,0.79798,1,1,0.226446
1,0.79798,1,2,0.354283
1,0.79798,1,3,0.134542
1,0.79798,1,4,0.28473
1,0.79798,1.1,1,0.189573
1,0.79798,1.1,2,0.421068
1,0.79798,1.1,3,0.102247
1,0.79798,1.1,4,0.287111
1,0.808081,0.9,1,0.162799
1,0.808081,0.9,2,0.47365
1,0.808081,0.9,3,0.0645914
1,0.808081,0.9,4,0.298959
1,0.808081,1,1,0.171583
1,0.808081,1,2,0.428623
1,0.808081,1,3,0.10397
1,0.808081,1,4,0.295824
1,0.808081,1.1,1,0.181324
1,0.808081,1.1,2,0.404007
1,0.808081,1.1,3,0.142789
1,0.808081,1.1,4,0.271879
1,0.818182,0.9,1,0.202407
1,0.818182,0.9,2,0.434695
1,0.818182,0.9,3,0.0607539
1,0.818182,0.9,4,0.302144
1,0.818182,1,1,0.241016
1,0.818182,1,2,0.348034
1,0.818182,1,3,0.0864818
1,0.818182,1,4,0.324469
1,0.818182,1.1,1,0.221938
1,0.818182,1.1,2,0.372413
1,0.818182,1.1,3,0.140635
1,0.818182,1.1,4,0.265014
1,0.828283,0.9,1,0.15873
1,0.828283,0.9,2,0.48619
1,0.828283,0.9,3,0.0656936
1,0.828283,0.9,4,0.289386
1,0.828283,1,1,0.202872
1,0.828283,1,2,0.379878
1,0.828283,1,3,0.119377
1,0.828283,1,4,0.297872
1,0.828283,1.1,1,0.201617
1,0.828283,1.1,2,0.388026
1,0.828283,1.1,3,0.150365
1,0.828283,1.1,4,0.259992
1,0.838384,0.9,1,0.163182
1,0.838384,0.9,2,0.477417
1,0.838384,0.9,3,0.0704072
1,0.838384,0.9,4,0.288994
1,0.838384,1,1,0.206996
1,0.838384,1,2,0.373887
1,0.838384,1,3,0.139667
1,0.838384,1,4,0.27945
1,0.838384,1.1,1,0.207141
1,0.838384,1.1,2,0.368635
1,0.838384,1.1,3,0.158507
1,0.838384,1.1,4,0.265717
1,0.848485,0.9,1,0.218738
1,0.848485,0.9,2,0.408457
1,0.848485,0.9,3,0.0835679
1,0.848485,0.9,4,0.289237
1,0.848485,1,1,0.247562
1,0.848485,1,2,0.332819
1,0.848485,1,3,0.136831
1,0.848485,1,4,0.282788
1,0.848485,1.1,1,0.212085
1,0.848485,1.1,2,0.365642
1,0.848485,1.1,3,0.190646
1,0.848485,1.1,4,0.231627
1,0.858586,0.9,1,0.186799
1,0.858586,0.9,2,0.433055
1,0.858586,0.9,3,0.068911
1,0.858586,0.9,4,0.311234
1,0.858586,1,1,0.258086
1,0.858586,1,2,0.335016
1,0.858586,1,3,0.120083
1,0.858586,1,4,0.286815
1,0.858586,1.1,1,0.204404
1,0.858586,1.1,2,0.387623
1,0.858586,1.1,3,0.147293
1,0.858586,1.1,4,0.26068
1,0.868687,0.9,1,0.176274
1,0.868687,0.9,2,0.463721
1,0.868687,0.9,3,0.0639892
1,0.868687,0.9,4,0.296015
1,0.868687,1,1,0.201189
1,0.868687,1,2,0.37429
1,0.868687,1,3,0.156998
1,0.868687,1,4,0.267523
1,0.868687,1.1,1,0.223545
1,0.868687,1.1,2,0.357743
1,0.868687,1.1,3,0.151373
1,0.868687,1.1,4,0.26734
1,0.878788,0.9,1,0.207061
1,0.878788,0.9,2,0.436547
1,0.878788,0.9,3,0.0685477
1,0.878788,0.9,4,0.287845
1,0.878788,1,1,0.228636
1,0.878788,1,2,0.342768
1,0.878788,1,3,0.135922
1,0.878788,1,4,0.292674
1,0.878788,1.1,1,0.234595
1,0.878788,1.1,2,0.34336
1,0.878788,1.1,3,0.1897
1,0.878788,1.1,4,0.232344
1,0.888889,0.9,1,0.183397
1,0.888889,0.9,2,0.460317
1,0.888889,0.9,3,0.0838523
1,0.888889,0.9,4,0.272433
1,0.888889,1,1,0.228556
1,0.888889,1,2,0.337218
1,0.888889,1,3,0.177396
1,0.888889,1,4,0.25683
1,0.888889,1.1,1,0.269864
1,0.888889,1.1,2,0.287856
1,0.888889,1.1,3,0.186429
1,0.888889,1.1,4,0.255851
1,0.89899,0.9,1,0.214157
1,0.89899,0.9,2,0.421563
1,0.89899,0.9,3,0.0518375
1,0.89899,0.9,4,0.312443
1,0.89899,1,1,0.203697
1,0.89899,1,2,0.367611
1,0.89899,1,3,0.134979
1,0.89899,1,4,0.293712
1,0.89899,1.1,1,0.251774
1,0.89899,1.1,2,0.314233
1,0.89899,1.1,3,0.176895
1,0.89899,1.1,4,0.257098
1,0.909091,0.9,1,0.202085
1,0.909091,0.9,2,0.43281
1,0.909091,0.9,3,0.104041
1,0.909091,0.9,4,0.261064
1,0.909091,1,1,0.296476
1,0.909091,1,2,0.269429
1,0.909091,1,3,0.184063
1,0.909091,1,4,0.250032
1,0.909091,1.1,1,0.244314
1,0.909091,1.1,2,0.304554
1,0.909091,1.1,3,0.218447
1,0.909091,1.1,4,0.232684
1,0.919192,0.9,1,0.228687
1,0.919192,0.9,2,0.41466
1,0.919192,0.9,3,0.0816723
1,0.919192,0.9,4,0.274981
1,0.919192,1,1,0.24618
1,0.919192,1,2,0.322807
1,0.919192,1,3,0.155504
1,0.919192,1,4,0.275508
1,0.919192,1.1,1,0.231071
1,0.919192,1.1,2,0.327903
1,0.919192,1.1,3,0.159969
1,0.919192,1.1,4,0.281056
1,0.929293,0.9,1,0.262476
1,0.929293,0.9,2,0.377328
1,0.929293,0.9,3,0.107124
1,0.929293,0.9,4,0.253072
1,0.929293,1,1,0.233618
1,0.929293,1,2,0.334916
1,0.929293,1,3,0.175749
1,0.929293,1,4,0.255716
1,0.929293,1.1,1,0.258714
1,0.929293,1.1,2,0.284123
1,0.929293,1.1,3,0.228791
1,0.929293,1.1,4,0.228372
1,0.939394,0.9,1,0.259421
1,0.939394,0.9,2,0.38031
1,0.939394,0.9,3,0.0819761
1,0.939394,0.9,4,0.278293
1,0.939394,1,1,0.227612
1,0.939394,1,2,0.320499
1,0.939394,1,3,0.184299
1,0.939394,1,4,0.26759
1,0.939394,1.1,1,0.229015
1,0.939394,1.1,2,0.324004
1,0.939394,1.1,3,0.237041
1,0.939394,1.1,4,0.20994
1,0.949495,0.9,1,0.233082
1,0.949495,0.9,2,0.395343
1,0.949495,0.9,3,0.146881
1,0.949495,0.9,4,0.224694
1,0.949495,1,1,0.210242
1,0.949495,1,2,0.345875
1,0.949495,1,3,0.23075
1,0.949495,1,4,0.213134
1,0.949495,1.1,1,0.273953
1,0.949495,1.1,2,0.274525
1,0.949495,1.1,3,0.225557
1,0.949495,1.1,4,0.225965
1,0.959596,0.9,1,0.281916
1,0.959596,0.9,2,0.348634
1,0.959596,0.9,3,0.124126
1,0.959596,0.9,4,0.245324
1,0.959596,1,1,0.294664
1,0.959596,1,2,0.255275
1,0.959596,1,3,0.171259
1,0.959596,1,4,0.278802
1,0.959596,1.1,1,0.240344
1,0.959596,1.1,2,0.304976
1,0.959596,1.1,3,0.192914
1,0.959596,1.1,4,0.261766
1,0.969697,0.9,1,0.296774
1,0.969697,0.9,2,0.33029
1,0.969697,0.9,3,0.1575
1,0.969697,0.9,4,0.215436
1,0.969697,1,1,0.286576
1,0.969697,1,2,0.283705
1,0.969697,1,3,0.144675
1,0.969697,1,4,0.285044
1,0.969697,1.1,1,0.24922
1,0.969697,1.1,2,0.303228
1,0.969697,1.1,3,0.22375
1,0.969697,1.1,4,0.223803
1,0.979798,0.9,1,0.255306
1,0.979798,0.9,2,0.384694
1,0.979798,0.9,3,0.133923
1,0.979798,0.9,4,0.226077
1,0.979798,1,1,0.271774
1,0.979798,1,2,0.287539
1,0.979798,1,3,0.209876
1,0.979798,1,4,0.23081
1,0.979798,1.1,1,0.275325
1,0.979798,1.1,2,0.260841
1,0.979798,1.1,3,0.238685
1,0.979798,1.1,4,0.225149
1,0.989899,0.9,1,0.304482
1,0.989899,0.9,2,0.32388
1,0.989899,0.9,3,0.173646
1,0.989899,0.9,4,0.197992
1,0.989899,1,1,0.242444
1,0.989899,1,2,0.313138
1,0.989899,1,3,0.21198
1,0.989899,1,4,0.232438
1,0.989899,1.1,1,0.30481
1,0.989899,1.1,2,0.242854
1,0.989899,1.1,3,0.280481
1,0.989899,1.1,4,0.171855
1,1,0.9,1,0.285003
1,1,0.9,2,0.352057
1,1,0.9,3,0.193569
1,1,0.9,4,0.169371
1,1,1,1,0.269053
1,1,1,2,0.282022
1,1,1,3,0.192037
1,1,1,4,0.256887
1,1,1.1,1,0.278661
1,1,1.1,2,0.26338
1,1,1.1,3,0.223972
1,1,1.1,4,0.233987
